label,text,tokens,clean_text
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,"['somewhere', 'beneath', 'pale', 'moon', 'light', 'someone', 'think', 'u', 'dream', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dream']",somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs,"['dear', 'uve', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18', 'yr']",dear uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr
ham,so wats ur opinion abt him and how abt is character,"['wats', 'ur', 'opinion', 'abt', 'abt', 'character']",wats ur opinion abt abt character
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak,"['jay', 'snickering', 'tell', 'x', 'totally', 'fucking', 'chord', 'speak']",jay snickering tell x totally fucking chord speak
ham,nofew hours beforewent to hair cut ,"['nofew', 'hour', 'beforewent', 'hair', 'cut']",nofew hour beforewent hair cut
ham,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,"['wonder', 'co', 'dun', 'rem', 'seeing', 'silver', 'car', 'thk', 'saw', 'black', 'one']",wonder co dun rem seeing silver car thk saw black one
ham,lmao take a pic and send it to me,"['lmao', 'take', 'pic', 'send']",lmao take pic send
ham,speak only when you feel your words are better than the silence gud mrng,"['speak', 'feel', 'word', 'better', 'silence', 'gud', 'mrng']",speak feel word better silence gud mrng
ham,no shes currently in scotland for that,"['shes', 'currently', 'scotland']",shes currently scotland
ham,do you work all this week ,"['work', 'week']",work week
spam,congratulations ur awarded either å£500 of cd gift vouchers  free entry 2 our å£100 weekly draw txt music to 87066 tncs wwwldewcom 1 win150ppmx3age16,"['congratulation', 'ur', 'awarded', 'either', 'å£500', 'cd', 'gift', 'voucher', 'free', 'entry', '2', 'å£100', 'weekly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom', '1', 'win150ppmx3age16']",congratulation ur awarded either å£500 cd gift voucher free entry 2 å£100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16
ham,lol great now im getting hungry,"['lol', 'great', 'im', 'getting', 'hungry']",lol great im getting hungry
ham,yes now only saw your message,"['yes', 'saw', 'message']",yes saw message
ham,ill be at mu in like  ltgt  seconds,"['ill', 'mu', 'like', 'ltgt', 'second']",ill mu like ltgt second
ham,ok,['ok'],ok
ham,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,"['thing', 'r', 'good', 'thanx', 'got', 'exam', 'march', 'ive', 'done', 'revision', 'fran', 'still', 'boyf', 'ive', 'got', 'ta', 'interviw', '4', 'exeter', 'bit', 'worriedx']",thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw 4 exeter bit worriedx
ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february,"['tell', 'make', 'little', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determine', 'smoke', 'much', 'entire', 'month', 'february']",tell make little spreadsheet track whose idea smoke determine smoke much entire month february
spam,for sale  arsenal dartboard good condition but no doubles or trebles,"['sale', 'arsenal', 'dartboard', 'good', 'condition', 'double', 'treble']",sale arsenal dartboard good condition double treble
ham,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,"['dont', 'look', 'back', 'building', 'coat', 'dont', 'want', 'get', 'sick', 'hurry', 'home', 'wear', 'coat', 'gym']",dont look back building coat dont want get sick hurry home wear coat gym
ham,my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,"['painful', 'personal', 'thought', 'always', 'try', 'keep', 'everybody', 'happy', 'time', 'nobody', 'recognises', 'alone']",painful personal thought always try keep everybody happy time nobody recognises alone
ham,thanks for ve lovely wisheds you rock,"['thanks', 'lovely', 'wisheds', 'rock']",thanks lovely wisheds rock
ham,you intrepid duo you have a great time and see you both soon ,"['intrepid', 'duo', 'great', 'time', 'see', 'soon']",intrepid duo great time see soon
ham,i asked sen to come chennai and search for job,"['asked', 'sen', 'come', 'chennai', 'search', 'job']",asked sen come chennai search job
ham,dad went out oredi ,"['dad', 'went', 'oredi']",dad went oredi
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet,"['jus', 'hope', 'true', 'missin', 'co', 'im', 'really', 'missin', 'havent', 'done', 'anything', 'feel', 'guilty', 'yet']",jus hope true missin co im really missin havent done anything feel guilty yet
ham,wat so late still early mah or we juz go 4 dinner lor aiya i dunno,"['wat', 'late', 'still', 'early', 'mah', 'juz', 'go', '4', 'dinner', 'lor', 'aiya', 'dunno']",wat late still early mah juz go 4 dinner lor aiya dunno
ham,arms fine hows cardiff and uni ,"['arm', 'fine', 'hows', 'cardiff', 'uni']",arm fine hows cardiff uni
ham,in fact when do you leave i think addie goes back to school tues or wed,"['fact', 'leave', 'think', 'addie', 'go', 'back', 'school', 'tues', 'wed']",fact leave think addie go back school tues wed
ham,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day ,"['cool', 'breeze', 'bright', 'sun', 'fresh', 'flower', 'twittering', 'bird', 'waiting', 'wish', 'u', 'goodmorning', 'amp', 'nice', 'day']",cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
ham,yagoing for restaurant,"['yagoing', 'restaurant']",yagoing restaurant
ham,its ok i just askd did u knw tht no,"['ok', 'askd', 'u', 'knw', 'tht']",ok askd u knw tht
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or å£250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020,"['free', '1st', 'week', 'entry', '2', 'textpod', '4', 'chance', '2', 'win', '40gb', 'ipod', 'å£250', 'cash', 'every', 'wk', 'txt', 'pod', '84128', 'tscs', 'wwwtextpodnet', 'custcare', '08712405020']",free 1st week entry 2 textpod 4 chance 2 win 40gb ipod å£250 cash every wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020
ham,those ducking chinchillas,"['ducking', 'chinchilla']",ducking chinchilla
ham,i am in a marriage function,"['marriage', 'function']",marriage function
ham,looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,"['look', 'like', 'u', 'wil', 'b', 'getting', 'headstart', 'im', 'leaving', 'bout', '230ish', 'u', 'r', 'desperate', 'company', 'could', 'head', 'earlierwe', 'goin', 'meet', 'rummer']",look like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer
ham,donû÷t give a flying monkeys wot they think and i certainly donû÷t mind any friend of mine and all that,"['don\x89û÷t', 'give', 'flying', 'monkey', 'wot', 'think', 'certainly', 'don\x89û÷t', 'mind', 'friend', 'mine']",donû÷t give flying monkey wot think certainly donû÷t mind friend mine
spam,as a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,"['registered', 'optin', 'subscriber', 'ur', 'draw', '4', 'å£100', 'gift', 'voucher', 'entered', 'receipt', 'correct', 'an', '80062', 'whats', 'no1', 'bbc', 'chart']",registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct an 80062 whats no1 bbc chart
ham,say thanks2 ,"['say', 'thanks2']",say thanks2
ham,msg me when rajini comes,"['msg', 'rajini', 'come']",msg rajini come
ham,ya when are ì taking ure practical lessons i start in june  ,"['ya', 'ì', 'taking', 'ure', 'practical', 'lesson', 'start', 'june']",ya ì taking ure practical lesson start june
ham,thats good because i need drugs,"['thats', 'good', 'need', 'drug']",thats good need drug
ham,stupidits not possible,"['stupidits', 'possible']",stupidits possible
ham,can ì all decide faster cos my sis going home liao,"['ì', 'decide', 'faster', 'co', 'si', 'going', 'home', 'liao']",ì decide faster co si going home liao
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804,"['summer', 'finally', 'fancy', 'chat', 'flirt', 'sexy', 'single', 'yr', 'area', 'get', 'matched', 'reply', 'summer', 'free', '2', 'join', 'optout', 'txt', 'stop', 'help08714742804']",summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804
ham,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,"['u', 'sleeping', 'going', 'take', 'haha', 'got', 'spy', 'wat', 'online', 'checking', 'n', 'replying', 'mail', 'lor']",u sleeping going take haha got spy wat online checking n replying mail lor
spam,claire here am havin borin time  am now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa,"['claire', 'havin', 'borin', 'time', 'alone', 'u', 'wan', 'na', 'cum', '2nite', 'chat', '09099725823', 'hope', '2', 'c', 'u', 'luv', 'claire', 'xx', 'callså£1minmoremobsemspobox45po139wa']",claire havin borin time alone u wan na cum 2nite chat 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
spam,bought one ringtone and now getting texts costing 3 pound offering more tones etc,"['bought', 'one', 'ringtone', 'getting', 'text', 'costing', '3', 'pound', 'offering', 'tone', 'etc']",bought one ringtone getting text costing 3 pound offering tone etc
ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,"['yalru', 'lyfu', 'astne', 'chikku', 'bt', 'innu', 'mundhe', 'lyf', 'ali', 'halla', 'ke', 'bilo', 'marriageprogram', 'edhae', 'lyf', 'nt', 'yet', 'ovr', 'chikkuali', 'vargu', 'lyfu', 'meow', 'meowd']",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd
ham,kinda first one gets in at twelve aah speak tomo,"['kinda', 'first', 'one', 'get', 'twelve', 'aah', 'speak', 'tomo']",kinda first one get twelve aah speak tomo
spam,09066362231 urgent your mobile no 07xxxxxxxxx won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap,"['09066362231', 'urgent', 'mobile', '07xxxxxxxxx', 'å£2000', 'bonus', 'caller', 'prize', '020603', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap']",09066362231 urgent mobile 07xxxxxxxxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap
ham,ok good then i later come find ì c lucky i told ì to go earlier later pple take finish ì no more again,"['ok', 'good', 'later', 'come', 'find', 'ì', 'c', 'lucky', 'told', 'ì', 'go', 'earlier', 'later', 'pple', 'take', 'finish', 'ì']",ok good later come find ì c lucky told ì go earlier later pple take finish ì
ham,wat makes u thk ill fall down but actually i thk im quite prone 2 falls lucky my dad at home i ask him come n fetch me already,"['wat', 'make', 'u', 'thk', 'ill', 'fall', 'actually', 'thk', 'im', 'quite', 'prone', '2', 'fall', 'lucky', 'dad', 'home', 'ask', 'come', 'n', 'fetch', 'already']",wat make u thk ill fall actually thk im quite prone 2 fall lucky dad home ask come n fetch already
spam,you 07801543489 are guaranteed the latests nokia phone a 40gb ipod mp3 player or a å£500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18,"['07801543489', 'guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'å£500', 'prize', 'txt', 'wordcollect', 'no83355', 'tcllc', 'nyusa', '150pmt', 'msgrcvd18']",07801543489 guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
ham,your account has been refilled successfully by inr  ltdecimalgt  your keralacircle prepaid account balance is rs  ltdecimalgt  your transaction id is kr ltgt ,"['account', 'refilled', 'successfully', 'inr', 'ltdecimalgt', 'keralacircle', 'prepaid', 'account', 'balance', 'r', 'ltdecimalgt', 'transaction', 'id', 'kr', 'ltgt']",account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt
ham,i wont touch you with out your permission,"['wont', 'touch', 'permission']",wont touch permission
spam,hi its lucy hubby at meetins all day fri  i will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl,"['hi', 'lucy', 'hubby', 'meetins', 'day', 'fri', 'b', 'alone', 'hotel', 'u', 'fancy', 'cumin', 'pls', 'leave', 'msg', '2day', '09099726395', 'lucy', 'x', 'callså£1minmobsmorelkpobox177hp51fl']",hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl
ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']",7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
